coord	FC	cat
chr17:881614-881956	0.694338272198344	promoter
chr17:882440-883323	1.06523381429958	promoter
chr17:884119-884744	1.06809213970933	promoter
chr17:899628-900107	1.083215121859	promoter
chr17:902333-902730	1.2093273279537	promoter
chr17:959227-959727	1.05918953880489	no
chr17:961588-962195	0.922486803097655	REnh
chr17:964176-964507	1.17795696925192	REnh
chr17:984000-984229	0.674914847151454	promoter
chr17:1014422-1014745	1.01659300086124	no
chr17:1018420-1018772	0.736912238174756	REnh
chr17:1026191-1026835	0.958169351710466	REnh
chr17:1050650-1051264	1.09073679053314	REnh
chr17:1074112-1074443	1.24578558552362	no
chr17:1090416-1090866	0.950526322150467	promoter
chr17:1162358-1163133	1.01959667348899	REnh
chr17:1171642-1172003	0.842083291664812	promoter
chr17:1179379-1179984	1.11731568383354	no
chr17:1235773-1236247	0.871052027002483	no
chr17:1268731-1269181	1.14312678092395	no
chr17:1326235-1326495	1.76327720242057	no
chr17:1358561-1359634	1.00659068023994	promoter
chr17:1376480-1376725	1.10479194010583	no
chr17:1389081-1389434	1.14126049045902	promoter
chr17:1391440-1391617	1.00214249622924	no
chr17:1394935-1395132	1.45350245913541	promoter
chr17:1418849-1419486	1.12497539642199	promoter
chr17:1420200-1420396	0.614790290725104	promoter
chr17:1436534-1436826	1.15346721937142	no
chr17:1465161-1465401	0.893254378496166	promoter
chr17:1465934-1466397	0.52474608057248	promoter
chr17:1477574-1478239	0.964121055338782	no
chr17:1480577-1480812	1.35377144227459	no
chr17:1488897-1489165	0.590705694258292	no
chr17:1493310-1493646	0.758007960605957	REnh
chr17:1520837-1521508	0.833357173273783	REnh
chr17:1532092-1532716	1.05572222094068	promoter
chr17:1533079-1533693	0.883580948485385	promoter
chr17:1551712-1552585	0.898820246680372	promoter
chr17:1572658-1573053	1.33620475689281	no
chr17:1617121-1617543	0.738010388765673	REnh
chr17:1624094-1624525	0.864699269955212	REnh
chr17:1626395-1626581	2.02693496510915	promoter
chr17:1628045-1628264	1.08409585616411	promoter
chr17:1687201-1687702	0.889624819715496	no
chr17:1732689-1732877	1.12212962473761	promoter
chr17:1768755-1769119	0.951644391105535	no
chr17:1786047-1786547	1.13666136997928	no
chr17:1811914-1812494	1.03942812143711	no
chr17:1906302-1906511	1.60244596718053	no
chr17:1928556-1929725	0.951917563205432	promoter
chr17:1933319-1933498	0.800675377676569	promoter
chr17:1933836-1934268	1.04177697280661	promoter
chr17:1944702-1945556	0.956516181818039	promoter
chr17:1945916-1946102	0.726632459959994	promoter
chr17:1958098-1958557	1.11457727067572	promoter
chr17:1961766-1962210	1.0270658117901	REnh
chr17:1968347-1968652	1.68159652855202	no
chr17:1974084-1974251	0.788549706689299	no
chr17:1994536-1994699	1.76110398373306	no
chr17:1998329-1998640	0.810610721044458	no
chr17:2073280-2073684	1.0864397796319	no
chr17:2134986-2135310	1.2715517341187	no
chr17:2147991-2148519	1.07825081707824	no
chr17:2185468-2185948	0.823017016181659	no
chr17:2239796-2239977	0.917154688236732	promoter
chr17:2256371-2256709	0.906329689639637	no
chr17:2273131-2273339	1.71747924524516	no
chr17:2285716-2286450	1.07676581999951	no
chr17:2304221-2304471	0.63636755810161	promoter
chr17:2315947-2316223	1.14341277660523	SE
chr17:2319229-2319765	1.02127587297899	promoter
chr17:2325105-2325637	0.990767439518354	no
chr17:2414951-2415120	0.395910848586744	promoter
chr17:2427408-2427869	0.856110802789644	no
chr17:2496322-2497455	0.920978320083659	promoter
chr17:2537864-2538226	1.00599244819324	REnh
chr17:2562719-2562890	1.62755886591295	REnh
chr17:2566730-2566937	1.30130324875473	no
chr17:2578559-2579153	1.13845472346882	no
chr17:2605615-2605956	1.76400521266083	no
chr17:2610939-2611267	1.25631330867	REnh
chr17:2614908-2615255	0.602733820784951	promoter
chr17:2628016-2628433	1.21921640775461	REnh
chr17:2653158-2653383	1.04255961646434	no
chr17:2689485-2689920	0.888855526552874	REnh
chr17:2729435-2729756	1.2397919807612	no
chr17:2731652-2732209	1.07298598787728	no
chr17:2751916-2752723	1.0706190522412	REnh
chr17:2756756-2757804	1.16427570363923	REnh
chr17:2795865-2796160	0.424787551571663	REnh
chr17:2796803-2797300	1.02903699842361	REnh
chr17:2825621-2825878	0.860448352202882	no
chr17:2833153-2834000	1.11872813613366	no
chr17:2840834-2841224	0.693485830311645	no
chr17:2878751-2879222	0.651959732688193	REnh
chr17:2916139-2916724	1.12575798981682	no
chr17:2947057-2947275	1.10479194010583	no
chr17:2951862-2952409	1.10586657945682	REnh
chr17:3239114-3239542	1.14699883602585	no
chr17:3350963-3351291	1.0874840837487	no
chr17:3438752-3439239	0.923435544430435	REnh
chr17:3505852-3506152	1.03094205889286	no
chr17:3551027-3551488	0.987421588878152	no
chr17:3571351-3571732	0.702297385468482	promoter
chr17:3586300-3586813	1.26270207495349	no
chr17:3595122-3595324	1.26150001671659	no
chr17:3595639-3595818	0.971297851839299	no
chr17:3637593-3637939	1.08106274146386	no
chr17:3640933-3641438	1.10436751111034	REnh
chr17:3719282-3719538	1.32030826462979	no
chr17:3730291-3730842	1.15602108528074	no
chr17:3747251-3747577	0.972300078402891	promoter
chr17:3749524-3749733	1.14532658229203	promoter
chr17:3766946-3767552	1.0248990921877	no
chr17:3810658-3811168	1.07606737075824	no
chr17:3817061-3817646	0.979300890739725	no
chr17:3838325-3838770	0.903868621038884	no
chr17:3870511-3870723	0.982445439085623	no
chr17:3907797-3908356	1.12443779754579	no
chr17:3920827-3921033	1.76110398373306	no
chr17:3977961-3978470	1.16473635231306	no
chr17:4103121-4103589	0.915076030311531	no
chr17:4118617-4119133	0.905902102172018	no
chr17:4152683-4152991	0.995485149574339	no
chr17:4167083-4167297	1.09102287558019	promoter
chr17:4207722-4208151	0.704478528505105	no
chr17:4268738-4268923	0.617025079131956	promoter
chr17:4270033-4270409	1.14614895028022	promoter
chr17:4316263-4316925	1.05914790086104	no
chr17:4323861-4324411	0.920231506223826	no
chr17:4403088-4403271	1.42858611164594	promoter
chr17:4416710-4417091	0.982283054093791	no
chr17:4436899-4437133	0.32513744400166	no
chr17:4437318-4437592	0.255713078734402	no
chr17:4443549-4443846	1.74302857811815	no
chr17:4444943-4445141	1.4899985505107	no
chr17:4454555-4454784	1.07727688640987	no
chr17:4464295-4464517	1.23125818958006	no
chr17:4468892-4469190	0.925897703363489	REnh
chr17:4470016-4470517	1.07933158197808	no
chr17:4529102-4529738	0.910442138990315	REnh
chr17:4542691-4542992	1.48361446626339	no
chr17:4596483-4596744	2.723692358768	no
chr17:4602802-4603032	1.33093839383009	no
chr17:4613032-4613861	0.897191700878105	promoter
chr17:4634920-4635380	1.01129030541436	promoter
chr17:4690606-4691052	1.08671320711002	promoter
chr17:4693072-4693732	1.13209232411557	promoter
chr17:4710146-4710589	1.36988478501598	promoter
chr17:4711645-4711815	4.18059238107053	promoter
chr17:4718638-4718949	1.42083469487087	no
chr17:4783384-4783612	1.12696316105919	no
chr17:4785090-4785692	1.10083189487925	no
chr17:4792279-4792745	0.951115187002579	no
chr17:4806765-4807178	0.817466087572662	no
chr17:4812341-4812844	1.09138492349602	REnh
chr17:4837597-4837864	0.719384913095453	no
chr17:4851941-4852170	0.395261308619414	promoter
chr17:4859980-4860270	1.62928147854384	no
chr17:4870998-4871454	1.12137882471532	promoter
chr17:4883887-4884257	1.08829326084073	no
chr17:4890324-4891028	0.954435722714551	promoter
chr17:4901219-4901393	1.37266060053322	promoter
chr17:4923039-4923277	1.2880464056306	no
chr17:4934720-4935155	0.902287471497192	REnh
chr17:4958952-4959115	1.84159469840793	no
chr17:4965515-4966050	1.04654722257053	no
chr17:5100290-5100599	0.901116318428904	no
chr17:5140774-5141154	0.962578057855644	no
chr17:5152815-5153381	0.950526322150467	no
chr17:5185371-5185602	0.644139611584885	promoter
chr17:5326040-5326232	1.63352043802338	REnh
chr17:5342245-5342801	0.989609419204974	promoter
chr17:5490736-5491409	1.02897016367538	no
chr17:5495668-5496158	0.951876544974579	no
chr17:5571260-5571613	1.00652872008844	no
chr17:5608394-5608734	1.63204468982522	no
chr17:5610143-5610570	0.887480883388368	no
chr17:5650629-5650975	0.929252042922337	no
chr17:5683886-5684131	1.23656179359281	no
chr17:5696525-5696796	2.54088238822108	no
chr17:5697236-5697582	1.46010235110866	no
chr17:5712994-5713228	1.27994458563736	no
chr17:5740431-5740653	1.0546106897491	REnh
chr17:5742290-5742627	1.54896703830764	no
chr17:5942945-5943127	1.37319845586826	no
chr17:5949252-5949559	1.50335944694582	no
chr17:5972127-5972641	1.12244533073863	no
chr17:6049333-6049595	0.867059235431762	no
chr17:6135586-6135787	3.10903396802555	no
chr17:6138490-6138824	0.884135502998604	no
chr17:6172925-6173136	2.08407771483031	no
chr17:6180088-6180336	2.68173182361606	no
chr17:6182852-6183439	1.10436532186008	no
chr17:6189525-6189993	1.16754178826826	no
chr17:6230395-6230604	1.54378211498232	no
chr17:6278304-6278518	1.17795696925192	REnh
chr17:6316181-6316780	1.07528785513931	no
chr17:6323516-6324033	0.862304675420708	no
chr17:6325152-6325785	1.16933040777808	no
chr17:6330516-6330722	0.738056026377756	no
chr17:6339265-6339683	1.34120410576385	no
chr17:6374829-6375229	0.802811437643026	no
chr17:6376418-6376928	0.907467075366965	no
chr17:6399137-6399387	0.842595554518275	no
chr17:6410146-6410436	0.982174647492595	no
chr17:6410848-6411199	0.714194382932264	REnh
chr17:6450704-6450958	0.755581960356807	no
chr17:6462263-6462597	0.877318299605255	no
chr17:6478439-6478620	1.09441392178724	no
chr17:6507240-6507407	0.638434693258672	no
chr17:6551518-6551891	1.06027895034563	no
chr17:6569250-6569909	0.933820809821467	no
chr17:6605070-6605421	1.11330510485829	no
chr17:6615704-6615920	0.499552431986415	no
chr17:6624375-6624837	1.25142621889341	no
chr17:6652922-6653164	1.55794308836544	no
chr17:6746623-6747047	1.03864536973461	REnh
chr17:6757085-6757310	0.679727435429353	promoter
chr17:6797542-6797794	1.17795696925192	no
chr17:6814294-6814725	1.20887447500656	no
chr17:6817191-6817567	1.04736307022177	no
chr17:6904982-6905226	1.59459769792623	no
chr17:6907875-6908537	1.0167268573261	no
chr17:6918105-6918366	0.933059470446944	promoter
chr17:6925215-6925741	1.10101660548628	promoter
chr17:6949036-6949849	0.903570357197118	promoter
chr17:6955313-6955938	1.1331847545331	REnh
chr17:7029806-7030033	0.699819454057411	no
chr17:7036870-7037082	1.64601934114009	no
chr17:7038990-7039318	0.662063406075894	REnh
chr17:7039424-7040083	0.895190027377406	no
chr17:7068374-7068838	0.98875507651068	no
chr17:7080701-7081075	0.885640350457008	promoter
chr17:7089653-7089877	1.35779772791633	no
chr17:7117227-7117434	0.750903083118291	no
chr17:7118173-7118469	1.04440175731859	promoter
chr17:7124139-7124612	1.15881875691639	promoter
chr17:7146380-7146643	0.894898917490827	promoter
chr17:7155703-7156047	1.08574898731439	promoter
chr17:7183797-7184458	1.09834286826052	promoter
chr17:7199508-7200323	1.03532945667562	promoter
chr17:7227432-7227900	0.765101059074138	no
chr17:7249085-7249493	0.848568202883205	no
chr17:7255169-7255427	0.559606854159047	promoter
chr17:7255599-7255946	0.990979672545263	promoter
chr17:7259233-7259785	1.01971699708848	promoter
chr17:7284414-7284640	0.413049846361061	promoter
chr17:7296877-7297073	0.719012695517403	promoter
chr17:7298188-7298369	0.743286500893275	promoter
chr17:7319695-7319897	1.47001241617388	no
chr17:7339045-7339478	1.06414470169134	promoter
chr17:7339966-7340758	1.03491220879489	promoter
chr17:7387589-7388405	0.531894920000302	promoter
chr17:7406305-7406662	0.50781710052453	no
chr17:7417874-7418600	0.720497952066706	no
chr17:7426443-7426710	0.982038970207938	no
chr17:7458981-7459185	1.12212962473761	no
chr17:7463810-7464694	0.997814351798248	promoter
chr17:7490111-7490357	1.2872801218507	no
chr17:7535814-7536152	1.05762084299463	no
chr17:7537710-7537977	1.06490927546574	no
chr17:7576584-7576891	1.10130033350884	no
chr17:7589273-7589535	0.657937577835523	promoter
chr17:7590719-7591132	0.829577828622884	promoter
chr17:7591237-7591760	0.909417896910401	promoter
chr17:7614808-7614988	0.751547206626788	no
chr17:7620197-7620967	1.11628382950051	no
chr17:7646679-7647386	1.01277993383357	no
chr17:7649068-7649358	0.841931209401924	REnh
chr17:7649467-7649683	0.830220594565003	REnh
chr17:7685443-7685984	0.900398776685489	no
chr17:7725915-7726571	0.970387459251578	no
chr17:7728642-7728917	1.41287716255002	no
chr17:7737878-7738845	1.03445809087655	REnh
chr17:7740193-7740499	1.04075732225086	REnh
chr17:7744873-7745221	1.05482557873778	promoter
chr17:7745709-7745936	0.549154316626338	no
chr17:7754824-7755511	1.16975106908297	REnh
chr17:7760278-7760594	0.912252389721409	promoter
chr17:7761311-7762133	0.747347191702475	promoter
chr17:7765775-7766499	1.07870360531648	no
chr17:7792530-7792773	0.828697490497979	promoter
chr17:7800988-7801557	0.950215391486223	no
chr17:7816164-7816845	0.928048802456292	REnh
chr17:7873924-7874208	0.737324686489354	no
chr17:7886087-7886271	1.23378431376622	no
chr17:7892053-7892447	0.975653664618488	REnh
chr17:7893277-7893847	0.924053768825311	REnh
chr17:7900379-7900765	0.727303931068399	no
chr17:7919973-7920417	1.0148373098105	REnh
chr17:7944279-7945164	1.02531537753101	no
chr17:7960881-7961411	1.05081942681741	REnh
chr17:7963492-7963982	0.986560711323245	no
chr17:7977006-7977351	1.08885281121471	REnh
chr17:7982538-7982883	1.28490507281564	REnh
chr17:7983220-7983691	1.05934007846745	REnh
chr17:7997168-7997572	0.844671177774804	no
chr17:8013447-8013978	0.998370079529715	no
chr17:8021991-8022355	0.962578057855645	promoter
chr17:8024795-8025475	1.08334195164132	promoter
chr17:8041825-8042561	0.963864070637406	REnh
chr17:8060196-8060375	0.590935223777539	REnh
chr17:8061905-8062426	1.17795696925192	REnh
chr17:8076571-8076986	0.674018158876765	REnh
chr17:8085238-8085572	1.22564753480867	no
chr17:8089872-8091308	0.852970840190012	REnh
chr17:8104628-8104888	0.408844171458569	no
chr17:8124023-8124187	2.02693496510915	no
chr17:8124877-8125044	0.515037462746509	no
chr17:8125538-8125736	0.500970205314033	promoter
chr17:8126098-8126357	0.837069100336571	promoter
chr17:8126509-8126943	0.832883023532314	promoter
chr17:8129786-8130004	0.569418313549819	no
chr17:8130136-8130378	0.935079243632964	no
chr17:8157157-8157507	1.00214249622924	no
chr17:8158977-8159152	1.47001241617388	no
chr17:8203850-8204423	1.07808556177407	no
chr17:8259251-8259440	0.591422378753037	no
chr17:8279913-8280248	0.62774352289221	REnh
chr17:8286393-8287364	0.900090118880782	promoter
chr17:8311835-8312201	0.90401348803054	REnh
chr17:8313590-8314013	1.06254642360346	no
chr17:8339718-8339886	0.807918130743461	promoter
chr17:8392362-8392573	0.843784779393216	no
chr17:8476113-8476394	0.982283054093791	no
chr17:8477976-8478389	1.10667364282215	no
chr17:8533806-8534148	0.722128406812274	promoter
chr17:8534758-8534999	1.01603848550595	promoter
chr17:8554396-8554677	1.5689800295845	no
chr17:8643897-8644109	1.30130324875473	no
chr17:8648936-8649822	1.13303352177295	promoter
chr17:8657190-8657521	1.03089617408938	no
chr17:8689044-8689502	1.01935064506471	no
chr17:8707484-8707686	0.871994120095574	no
chr17:8735990-8736330	1.30084368735569	no
chr17:8791840-8792115	1.59459769792623	no
chr17:8798207-8798621	1.04718463278501	no
chr17:8894725-8895231	1.04532282774572	no
chr17:8897515-8897984	0.913530498334864	no
chr17:8901302-8901750	1.00796852366238	no
chr17:8924652-8924861	0.542544496211464	promoter
chr17:8954133-8954320	0.719012695517403	REnh
chr17:9018845-9019018	0.812131823521507	no
chr17:9023803-9024261	0.900324013535976	no
chr17:9065983-9066290	1.14008053937243	REnh
chr17:9082971-9083265	0.277607693390579	no
chr17:9175727-9175965	0.64030026129461	no
chr17:9195462-9195846	1.02817134191743	no
chr17:9228201-9228414	0.266830031708997	no
chr17:9305953-9306307	1.52866219652482	no
chr17:9370916-9371123	0.684571851240642	no
chr17:9425333-9425742	1.1244540031996	no
chr17:9432336-9432720	0.793460629140015	no
chr17:9458105-9458482	1.2135986324668	no
chr17:9479163-9479337	0.992937549997688	promoter
chr17:9480409-9480895	1.07926518248036	promoter
chr17:9531843-9532206	1.22750300371046	no
chr17:9547869-9548966	0.810628077351956	promoter
chr17:9549183-9549602	1.01168725589388	promoter
chr17:9551321-9551488	0.647345721841143	no
chr17:9579321-9579777	0.957287064218105	REnh
chr17:9580009-9580478	1.22593892319293	REnh
chr17:9599995-9600403	1.21018561410149	no
chr17:9632305-9632861	1.01922048827468	no
chr17:9648239-9648573	0.976309556541174	no
chr17:9671794-9672353	0.994922590011885	no
chr17:9727412-9727806	1.26393922978125	no
chr17:9742704-9743061	0.849987511455559	no
chr17:9793380-9793739	1.30865954559055	no
chr17:9809322-9809568	0.860448352202882	no
chr17:9827988-9828476	0.988509553174641	REnh
chr17:9832227-9832500	0.959505605481946	no
chr17:9862688-9863100	1.22750300371046	no
chr17:9868852-9869326	1.0335586609042	no
chr17:9885437-9885859	1.07380515941532	no
chr17:9887112-9887290	0.767723198865677	no
chr17:9891081-9891454	1.1940712916767	no
chr17:9998653-9998984	1.01337216316881	REnh
chr17:10023016-10023516	0.870431313261064	no
chr17:10053437-10053695	0.849987511455559	REnh
chr17:10129965-10130710	1.10116151308917	no
chr17:10198999-10199538	1.04713893127341	no
chr17:10220585-10220887	1.0037673989374	no
chr17:10230825-10231500	1.06842203216534	no
chr17:10252726-10253075	1.7202389499817	no
chr17:10261036-10261484	0.921551482987094	no
chr17:10278559-10278869	1.50647086505922	no
chr17:10301762-10301927	1.9050909008889	no
chr17:10517668-10518352	1.00133701551152	no
chr17:10519873-10520207	1.06667898295281	no
chr17:10521385-10521852	1.03780741907322	no
chr17:10532221-10532396	1.34504306418127	no
chr17:10534416-10534737	0.974610513400784	no
chr17:10549667-10550207	0.986658523277214	no
chr17:10587095-10587544	1.14699883602585	no
chr17:10640210-10640838	1.07635743359853	no
chr17:10657415-10657808	1.07995722139402	no
chr17:10668143-10668495	1.01769071493193	no
chr17:10675819-10676099	1.4189711829096	no
chr17:10748199-10748999	1.06400708105342	no
chr17:10779259-10779878	1.24540895603886	no
chr17:10782498-10782781	0.916913873572821	no
chr17:11047959-11048254	1.85973270708261	no
chr17:11167852-11168088	2.60186099801797	no
chr17:11200389-11200677	1.13282451832272	no
chr17:11547606-11547970	1.1201194748533	no
chr17:11784134-11784334	1.47001241617388	no
chr17:11839058-11839518	1.17795696925192	no
chr17:11884235-11884441	1.26787734858412	no
chr17:11890209-11890705	0.971986141988883	no
chr17:12083943-12084449	1.25284978291916	no
chr17:12159742-12160114	1.3602006635103	no
chr17:12449273-12449481	3.00296072443094	no
chr17:12570694-12570955	0.684571851240642	no
chr17:12645589-12645951	1.2152931647908	no
chr17:12832087-12832440	0.73946198915814	no
chr17:12906328-12906788	1.40394391778945	no
chr17:12927849-12928076	1.25370982901088	no
chr17:12933762-12934186	1.26300801396325	no
chr17:12935136-12935440	1.00692873415182	no
chr17:13017956-13018170	1.09441392178724	no
chr17:13210000-13210232	2.34530171355562	no
chr17:13241088-13241550	1.40713147688848	no
chr17:13480122-13480326	0.657313004941677	no
chr17:13498073-13498457	1.04968579292684	REnh
chr17:13501130-13501381	1.48391981840826	no
chr17:13951505-13951717	0.258983447140492	no
chr17:13972606-13973016	1.0509535224323	promoter
chr17:14109258-14109660	0.821540337103076	REnh
chr17:14114615-14114778	1.41121577504437	no
chr17:14115203-14115414	1.7596641145615	no
chr17:14130446-14130673	0.85814964728307	no
chr17:14171676-14171943	1.31572971419366	no
chr17:14204301-14204764	1.23670794028692	promoter
chr17:14205623-14206290	1.12017857713656	promoter
chr17:14789517-14789799	1.17795696925192	no
chr17:14829780-14830283	1.24604696747457	no
chr17:14995189-14995468	0.899699417460125	no
chr17:15059249-15059664	1.21151699686593	no
chr17:15074669-15075153	1.09787831736531	no
chr17:15116998-15117334	1.13093273894246	no
chr17:15136343-15136724	1.216515298851	no
chr17:15151530-15151912	1.3946639018344	no
chr17:15160542-15161076	1.10041342250284	REnh
chr17:15163940-15164677	0.902193553482723	promoter
chr17:15165735-15166141	0.865550284738928	promoter
chr17:15312095-15312551	0.503705505370348	no
chr17:15340024-15340398	0.811277757033421	REnh
chr17:15349465-15349691	1.43827895140704	no
chr17:15405964-15406620	1.05078848396682	REnh
chr17:15429767-15430235	0.797226509062756	no
chr17:15456338-15456524	1.17795696925192	no
chr17:15466648-15467090	0.798582744050011	promoter
chr17:15512702-15513081	0.890650391385595	no
chr17:15553136-15553500	0.858681899126575	REnh
chr17:15554481-15554705	1.41237626661548	REnh
chr17:15554948-15555317	0.932889638616982	REnh
chr17:15558690-15558857	0.201749536170218	no
chr17:15561211-15561444	0.545294658400503	REnh
chr17:15562862-15563414	0.746668376390803	REnh
chr17:15587465-15587632	0.452201490565901	promoter
chr17:15602802-15603147	0.999091485851408	promoter
chr17:15731961-15732551	1.12773616052019	no
chr17:15752365-15752826	1.08854847063697	no
chr17:15785446-15785683	1.17795696925192	no
chr17:15823985-15824473	1.00984894102025	REnh
chr17:15840827-15841049	2.77765161885328	no
chr17:15847694-15848954	0.908381373212273	promoter
chr17:15857608-15857899	1.35420988235694	SE
chr17:15862337-15862567	0.816897361818378	SE
chr17:15866950-15867496	1.07713326289655	SE
chr17:15875389-15875634	1.04255961646434	SE
chr17:15881064-15881326	0.930616923214768	SE
chr17:15900947-15901202	1.14929621574214	promoter
chr17:15901508-15902416	0.963860827984756	promoter
chr17:15902758-15903597	0.968231692827243	promoter
chr17:15917207-15917535	0.742870263782672	no
chr17:15931531-15931750	0.512665657714289	REnh
chr17:15961736-15961971	0.802512516900708	no
chr17:16004105-16004369	1.23527847627147	no
chr17:16118749-16119188	1.09393721395577	promoter
chr17:16120365-16120953	0.932279884556127	promoter
chr17:16177057-16177232	0.971297851839299	no
chr17:16185886-16186053	0.760241731928541	no
chr17:16189027-16190118	0.968706514943843	REnh
chr17:16190394-16190673	1.24145869266172	REnh
chr17:16197949-16198166	1.05651810644244	no
chr17:16208054-16208514	0.816957498328611	no
chr17:16256650-16257062	1.27736262066558	promoter
chr17:16267045-16267530	1.13566048920696	no
chr17:16284555-16284718	0.842992902166063	promoter
chr17:16289779-16290392	0.926225121643084	REnh
chr17:16318186-16318639	0.940507273434264	no
chr17:16331403-16331797	1.08527742800472	REnh
chr17:16349676-16349867	0.431739884657942	REnh
chr17:16356465-16357139	1.31351834063766	no
chr17:16360138-16360301	2.52971086839346	no
chr17:16367050-16367337	0.468077063111402	no
chr17:16395610-16395775	1.70856821666269	promoter
chr17:16420003-16420201	0.64030026129461	REnh
chr17:16424507-16425078	1.2365861008613	REnh
chr17:16492698-16492968	1.31335432203949	no
chr17:16593223-16593537	0.894599622696472	no
chr17:16654609-16654925	0.947437014408097	no
chr17:16655053-16655447	1.26179732293533	no
chr17:16693664-16693940	0.657313004941677	no
chr17:16719218-16719507	0.81902271269316	no
chr17:16764422-16764963	0.968009196247119	SE
chr17:16769191-16769488	0.862688680644347	SE
chr17:16776443-16776907	0.841575814626832	no
chr17:16819242-16819647	1.0244438976726	no
chr17:16825699-16826016	1.09086218409466	no
chr17:16849003-16849282	1.69170767235244	no
chr17:16856791-16856984	3.30214166790291	no
chr17:16866058-16866442	0.924793018843793	no
chr17:16894718-16895162	1.09105202852911	REnh
chr17:16900809-16901227	1.00608894904681	no
chr17:16905027-16905570	1.07657702486082	REnh
chr17:16913330-16913585	1.39164530834523	SE
chr17:16914375-16914624	1.13747734831542	SE
chr17:16917969-16918264	0.877318299605255	SE
chr17:16924541-16925107	0.573030421083332	SE
chr17:16929505-16929765	1.09596460480283	SE
chr17:16931423-16931847	0.63658213393804	SE
chr17:16935528-16936074	1.16395034654975	SE
chr17:16945315-16945631	1.05428694623334	promoter
chr17:17012055-17012263	0.553873806734345	no
chr17:17033384-17033700	1.0521964387268	no
chr17:17045223-17045506	1.47098109095637	no
chr17:17049975-17050455	1.445370583157	no
chr17:17059001-17059223	0.396991022786557	no
chr17:17109470-17109694	0.964430026185104	promoter
chr17:17173334-17173586	1.01480503445248	no
chr17:17216814-17217282	1.07593537964316	no
chr17:17258183-17258725	1.10391819054344	REnh
chr17:17259312-17259954	1.04748175822998	no
chr17:17291406-17291748	0.719730918168005	REnh
chr17:17304514-17304863	1.07752214848744	no
chr17:17343284-17343641	1.09158065619953	no
chr17:17349389-17349911	1.02620727917115	REnh
chr17:17399845-17400511	1.19704865432893	promoter
chr17:17404226-17404748	1.12971958312366	no
chr17:17426697-17426904	1.30811796032948	no
chr17:17471922-17472483	0.9585981295402	no
chr17:17473285-17473930	1.08968375756776	no
chr17:17489526-17489795	2.211252556315	no
chr17:17517037-17517316	0.892823663532844	no
chr17:17545017-17545538	0.994787059186827	no
chr17:17565226-17565395	1.80739962457737	no
chr17:17584365-17585610	0.993547336603305	promoter
chr17:17585952-17586354	0.864531611579566	promoter
chr17:17632951-17633362	1.04419955412112	no
chr17:17655393-17655660	1.09596460480283	REnh
chr17:17677860-17678247	1.32497187961097	REnh
chr17:17684403-17684618	0.816897361818379	promoter
chr17:17686490-17686768	0.656352407221547	REnh
chr17:17703067-17703407	1.14703946349727	no
chr17:17715330-17716420	1.07590138377857	SE
chr17:17729178-17729439	0.591422378753037	SE
chr17:17739712-17740020	0.690724159585673	promoter
chr17:17753412-17753645	0.857666554651697	SE
chr17:17763283-17763992	1.05268047601637	SE
chr17:17773717-17774054	1.35589608847426	no
chr17:17792156-17792423	1.13603679241021	no
chr17:17794175-17794916	1.03632696607838	no
chr17:17803879-17804312	0.714194382932264	REnh
chr17:17805792-17806025	0.685563380818639	no
chr17:17822300-17823029	0.974071799724032	REnh
chr17:17824379-17824985	0.774151935717958	REnh
chr17:17826064-17826579	0.981786498559686	REnh
chr17:17854143-17854563	1.24241425895106	no
chr17:17856110-17856307	0.632994670309748	no
chr17:17861881-17862057	0.395024844673603	REnh
chr17:17874740-17875722	0.796564796043617	promoter
chr17:17888877-17889258	1.06480068017873	no
chr17:17897568-17897930	0.900213994532324	no
chr17:17908299-17908528	0.679727435429353	no
chr17:17936732-17937234	1.01583322846389	no
chr17:17946842-17947105	0.959310664054345	no
chr17:17991026-17991193	0.770006503710127	promoter
chr17:17997378-17997619	0.975558864569456	no
chr17:18043297-18043582	1.4387592502671	no
chr17:18044565-18044984	0.631225886476765	no
chr17:18046444-18046645	1.17795696925192	no
chr17:18059707-18059944	1.89187028395005	REnh
chr17:18070267-18070644	1.20056650800915	no
chr17:18095349-18095629	1.17795696925192	no
chr17:18105920-18106083	1.7596641145615	no
chr17:18120752-18121159	0.950764801015135	no
chr17:18151501-18152178	0.979536368030369	no
chr17:18158577-18158848	1.09102287558019	no
chr17:18223184-18223562	1.11496461795502	no
chr17:18224697-18224954	1.05651810644244	no
chr17:18226431-18226689	0.884079970685949	no
chr17:18355261-18355551	1.20407574905795	no
chr17:18466797-18467002	0.81099218132297	no
chr17:18467457-18467747	0.841798024400002	no
chr17:18528909-18529414	1.05273121064966	no
chr17:18615617-18616041	0.912599375786744	no
chr17:18657317-18657648	1.05651810644244	no
chr17:18684448-18684633	0.614790290725103	promoter
chr17:18694740-18695031	2.21924489787239	no
chr17:18720046-18720544	0.814330934876832	no
chr17:18754576-18754805	0.591235107172418	no
chr17:18855139-18855554	1.14699883602585	no
chr17:18863933-18864783	1.03228039455913	REnh
chr17:18907863-18908052	0.252859872980778	promoter
chr17:18935076-18935382	1.17795696925192	no
chr17:18979806-18980003	0.960621735072596	no
chr17:19014417-19014831	0.606133197770404	no
chr17:19091280-19091449	0.301790628486028	no
chr17:19099921-19100099	0.833525106897555	no
chr17:19140560-19140941	0.641735735084377	promoter
chr17:19141375-19141585	0.709118374524785	promoter
