coord	FC	cat	catG
chr17:80674583-80675033	1.1440849495725	promoter	no
chr17:80709682-80710416	0.88471533081443	promoter	no
chr17:80739614-80740073	0.927555220609104	no	no
chr17:80817459-80818162	0.741830676382636	SE	no
chr17:80871607-80871885	0.745618718407349	no	no
chr17:80875552-80875857	0.803079725040755	no	no
chr17:80882685-80882941	1.45407043180513	no	no
chr17:81008547-81009717	0.507340818374619	promoter	down
chr17:81009887-81010358	0.679748869678317	promoter	none
chr17:81027088-81028110	2.84761127627661	no	none
chr17:81037157-81037390	1.42267340828373	promoter	none
chr17:81038022-81039003	0.749798297389915	promoter	no
chr17:81153265-81153759	0.648977713701122	no	none
chr17:81185165-81185390	0.989457979769484	no	none
chr17:81185671-81185973	2.03318655464342	no	none
chr18:11693-11962	0.764710094527205	no	none
chr18:158095-158358	0.486482304579281	promoter	none
chr18:158520-159149	0.739397719570222	promoter	no
chr18:267521-269112	0.635307112218245	promoter	down
chr18:497090-497327	1.46841853395201	no	none
chr18:616413-616681	1.2960796466156	no	no
chr18:624062-624351	0.77237089095288	no	no
chr18:657051-658931	0.966088498398361	promoter	no
chr18:711593-712838	0.588120818728695	promoter	no
chr18:811340-813228	0.821765849292125	promoter	no
chr18:839375-839629	1.07871299123537	no	none
chr18:844520-845476	0.922621774779469	REnh	none
chr18:864862-865117	1.42848231313049	no	none
chr18:1406893-1407167	0.544021749221156	no	none
chr18:1914561-1914800	0.801122601073344	no	none
chr18:2104920-2105224	1.26593075823827	no	none
chr18:2570690-2572183	0.879568452704256	promoter	no
chr18:2588809-2589620	0.430485893981095	no	no
chr18:2592323-2592820	0.369393673902684	no	no
chr18:2654968-2656947	0.79224948791736	promoter	no
chr18:2905721-2907279	0.814333777381119	REnh	no
chr18:2932317-2932633	1.1522121872011	no	no
chr18:3012613-3013279	0.713359627612102	promoter	none
chr18:3246062-3250881	1.06705812844103	REnh	no
chr18:3251341-3251664	1.27409422653093	no	no
chr18:3260544-3264619	1.09923495047	promoter	no
chr18:3280988-3281209	0.612916407648078	no	none
chr18:3281522-3283189	0.873731900264281	no	none
chr18:3296350-3297737	0.852056586439814	REnh	none
chr18:3350630-3351643	1.01101861859986	REnh	none
chr18:3367664-3368924	1.14548640270275	no	none
chr18:3409196-3409427	1.2000218215248	REnh	none
chr18:3441272-3441748	0.930652545232639	REnh	no
chr18:3446273-3458073	1.08858487570261	promoter	no
chr18:3458623-3459784	1.21516460952835	REnh	none
chr18:3460304-3460608	0.643128172921802	no	none
chr18:3462047-3462342	0.952922102705153	no	none
chr18:3463651-3463987	1.10433562760676	no	none
chr18:3466000-3466415	0.606807694480896	no	none
chr18:3502554-3502855	0.801223028873055	no	no
chr18:3579396-3579625	0.474933107612535	no	no
chr18:3583200-3584161	0.925585425502518	SE	no
chr18:3584595-3586951	0.851755830670545	SE	no
chr18:3589004-3589317	0.438012579922514	SE	no
chr18:3589622-3600661	1.0348385349607	promoter	down
chr18:3600986-3633630	1.02491764347762	promoter	no
chr18:3634298-3634549	0.566260263807643	SE	no
chr18:3634701-3636604	0.988329845353889	SE	no
chr18:3636781-3637247	0.354888729085967	SE	no
chr18:3643698-3644167	0.752226831959514	SE	no
chr18:3645494-3646405	0.795951612406927	SE	no
chr18:3646846-3647343	0.620842782966371	SE	no
chr18:3647480-3657570	0.888229389489155	SE	no
chr18:3657867-3658502	0.775669958596012	SE	no
chr18:3659248-3660695	1.01868949466731	SE	no
chr18:3660808-3668999	0.879400453497976	SE	no
chr18:3669485-3669983	0.980501582577635	SE	no
chr18:3670836-3671359	0.497933233483945	SE	no
chr18:3703606-3704015	0.994524328872247	no	no
chr18:3771305-3771697	0.907272472251394	REnh	no
chr18:3794413-3794886	1.04315359837647	no	no
chr18:3869875-3870165	0.605578887395448	no	no
chr18:3998762-3999004	1.40472918771771	no	no
chr18:4068578-4068891	0.815676624499213	no	no
chr18:4106496-4106741	1.28782284825683	no	no
chr18:5294583-5295115	1.07350213016827	promoter	no
chr18:5295616-5297017	0.813593028073033	promoter	no
chr18:7728498-7728741	1.92716752469639	no	none
chr18:7733810-7734428	2.13797419968205	no	none
chr18:7789880-7790209	1.08490577343994	no	none
chr18:7872583-7872837	0.660626558736408	REnh	none
chr18:7920999-7923905	0.60667116599219	REnh	none
chr18:7926542-7926822	1.1798913262329	no	none
chr18:7946702-7947095	1.06746402892598	REnh	none
chr18:7950678-7951163	0.61633134044829	REnh	none
chr18:8609173-8609611	1.3265296220903	promoter	no
chr18:8609803-8610375	1.78785529956754	promoter	no
chr18:8696795-8697126	1.39361076606453	no	no
chr18:8704605-8705112	0.828740556275389	REnh	no
chr18:8705351-8705811	1.01083676335853	promoter	no
chr18:8705966-8706219	0.693580992993296	promoter	no
chr18:8721635-8721913	0.842017493721113	REnh	none
chr18:8728981-8731499	0.667625663584266	no	none
chr18:8732518-8733135	0.498170780049546	no	none
chr18:8793897-8802437	0.792985840744947	no	none
chr18:8882120-8883882	0.602909689636154	REnh	none
chr18:8889978-8890300	0.375878965640759	no	none
chr18:8890512-8891457	0.535372263684734	REnh	none
chr18:8982370-8982905	0.740439466966908	no	none
chr18:8988256-8988617	0.766360852612757	no	none
chr18:9015995-9018900	0.985142536111208	REnh	none
chr18:9019035-9021069	1.19462832109589	no	none
chr18:9022814-9023082	0.693580992993296	no	none
chr18:9024851-9026657	0.863834059422998	no	none
chr18:9029503-9029767	0.495492982400956	no	none
chr18:9029909-9030181	0.45865736332163	no	none
chr18:9038203-9038785	0.955516477512108	no	none
chr18:9055681-9056039	1.42722722169867	no	none
chr18:9073556-9074344	0.841727068752769	REnh	none
chr18:9095212-9095473	0.324790392244837	no	none
chr18:9101904-9103803	0.958666260795457	promoter	no
chr18:9116699-9117734	1.22526582509482	REnh	no
chr18:9118080-9118935	1.53900999691221	no	no
chr18:9135662-9137276	0.842182113750563	promoter	no
chr18:9137523-9137929	2.4170759975972	promoter	no
chr18:9147952-9148320	0.804497993745717	no	no
chr18:9334566-9335486	0.812601232579624	promoter	no
chr18:9348104-9348695	1.20673316896755	no	no
chr18:9422987-9423415	1.35189363672732	REnh	none
chr18:9474527-9475279	0.670656502178452	promoter	none
chr18:9475475-9476191	0.829256884517372	promoter	no
chr18:9575507-9575820	0.769561181901923	no	no
chr18:9612294-9612515	0.978370451194135	no	no
chr18:9613666-9614590	0.99679273128742	promoter	no
chr18:9614745-9615402	0.760203517421346	promoter	no
chr18:9632055-9632352	0.681894556892882	REnh	none
chr18:9683391-9683701	1.1986028612236	REnh	none
chr18:9684045-9684387	1.01390279335481	REnh	none
chr18:9695034-9695333	1.32923194305609	no	none
chr18:9708263-9709112	1.04831956425896	promoter	no
chr18:9719674-9719978	1.23895745342942	REnh	no
chr18:9722718-9722977	1.09776572084487	no	no
chr18:9736356-9736608	2.17349836346735	no	no
chr18:9736753-9737798	1.21905472438066	REnh	no
chr18:9741545-9744431	1.29580428347652	REnh	no
chr18:9753383-9753835	0.655753047807496	no	no
chr18:9753970-9754756	0.425353532583582	no	no
chr18:9771429-9771776	1.20087020925559	REnh	no
chr18:9779390-9780267	0.963630821898529	no	no
chr18:9780520-9780964	1.13519780558028	no	no
chr18:9781352-9781719	1.61021089665563	no	no
chr18:9781871-9782804	1.1118420320547	REnh	no
chr18:9792643-9792877	1.35189363672732	no	no
chr18:9822684-9823017	0.694373445664576	no	no
chr18:9824130-9829680	1.079057063566	REnh	no
chr18:9867180-9871910	1.18640235370056	REnh	none
chr18:9872424-9872664	1.5102253375429	no	none
chr18:9876123-9877967	0.888210977970742	REnh	none
chr18:9895322-9896399	1.10848774248474	REnh	none
chr18:9897566-9901187	1.09728604239378	no	none
chr18:9901314-9901737	1.10987565709247	no	none
chr18:9901890-9902119	1.4530016683953	no	none
chr18:9902347-9902643	0.873731900264281	no	none
chr18:9913635-9917021	1.47384586366953	promoter	no
chr18:9917267-9918006	1.65217199573783	no	no
chr18:9951130-9951635	1.06555010010276	no	no
chr18:9971352-9971681	0.95185993903605	no	none
chr18:10006254-10006565	0.583367824647753	no	none
chr18:10014605-10016574	0.552601387082761	no	none
chr18:10057261-10059301	0.925695564681019	no	none
chr18:10085313-10087351	0.742567780129077	no	none
chr18:10520080-10520412	0.675456885075716	no	none
chr18:10525907-10526651	0.827547128986496	promoter	no
chr18:10560477-10560798	0.890186361662855	no	none
chr18:11040847-11041138	0.807914054669985	no	none
chr18:11310495-11310870	1.17322271555606	no	none
chr18:11322759-11324365	0.677134165420603	no	none
chr18:11324503-11325474	0.688124022159359	no	none
chr18:11387932-11388165	1.28782284825683	no	none
chr18:11495528-11497105	0.758904529859179	no	none
chr18:11498601-11501863	0.780133686156732	REnh	none
chr18:11512704-11512963	1.0718570477165	no	none
chr18:11519121-11519406	0.930590809175189	no	none
chr18:11655315-11655642	0.905446306807449	no	none
chr18:11689006-11689378	0.840822977467133	promoter	no
chr18:11689604-11690100	0.498170780049546	promoter	no
chr18:11732984-11733348	0.873731900264282	no	no
chr18:11806902-11807212	0.599912786221344	no	no
chr18:11807491-11807989	0.713814247969654	REnh	no
chr18:11849961-11852430	1.10031332496186	promoter	no
chr18:11856177-11858265	1.18735766065787	promoter	no
chr18:11858408-11860770	1.56000211094449	REnh	no
chr18:11872480-11872788	1.15754272633621	no	no
chr18:11907927-11909154	0.848042298492381	promoter	up
chr18:11937896-11938279	0.728261448607377	no	none
chr18:11947180-11947922	0.943879867279255	REnh	none
chr18:11980142-11980960	0.476761477608997	promoter	none
chr18:11981416-11981919	0.517798439438871	promoter	no
chr18:11995426-11995695	1.02871760319364	REnh	no
chr18:12039032-12039330	1.14592252339957	REnh	none
chr18:12076662-12076955	0.792074713323694	REnh	none
chr18:12271816-12272248	0.702411919820305	REnh	none
chr18:12287664-12288127	0.471884114334586	REnh	none
chr18:12307717-12309246	0.605375353900543	promoter	no
chr18:12376254-12377328	0.682218309958087	promoter	no
chr18:12377722-12377952	0.517106634850289	promoter	none
chr18:12391717-12392015	0.976322730040909	no	none
chr18:12407868-12408761	0.562703042264537	promoter	no
chr18:12419970-12420540	0.487856613081318	REnh	no
chr18:12422929-12423237	0.890830371893719	no	no
chr18:12656958-12657751	0.711799316009016	promoter	no
chr18:12658182-12658585	0.354916736814506	promoter	none
chr18:12659918-12660187	0.854358687398111	promoter	no
chr18:12679388-12679609	0.592789167060332	no	no
chr18:12702088-12703729	0.92570405630837	promoter	no
chr18:12727090-12727439	1.04818752094933	no	none
chr18:12883030-12884304	0.980735361663826	promoter	down
chr18:12884438-12884669	0.688226188955517	promoter	none
chr18:12893870-12894125	0.937507951378463	no	none
chr18:12934471-12934822	0.764629061521603	no	none
chr18:12946883-12947766	0.464007586167487	promoter	none
chr18:12947958-12949278	0.743179049167727	promoter	down
chr18:12990639-12991887	0.724880113976892	promoter	no
chr18:13003478-13003699	0.974160854317647	no	no
chr18:13725861-13727398	0.967084074802821	promoter	no
chr18:13823954-13824184	0.873731900264282	no	none
chr18:18690773-18691792	1.09643086193376	promoter	no
chr18:18821406-18823644	0.867003121671565	promoter	down
chr18:18880527-18881133	1.07901399136896	no	down
chr18:18882271-18885696	1.06743232153995	REnh	down
chr18:18893866-18897144	0.936955565890246	REnh	down
chr18:18906724-18907754	0.615231338055914	no	down
chr18:18907954-18908739	0.961987647765724	no	down
chr18:18908898-18911622	0.856745028158046	REnh	down
chr18:18912299-18912603	0.724376019877225	no	down
chr18:18969405-18972415	0.945729584776079	REnh	down
chr18:19019930-19020151	0.237238462985666	no	down
chr18:19024329-19024775	1.09187784119754	no	down
chr18:19179648-19181146	0.731225320471124	promoter	no
chr18:19191871-19193119	0.810563133008356	promoter	down
chr18:19283691-19283976	0.45865736332163	promoter	no
chr18:19284459-19284692	0.66524923425762	promoter	no
chr18:19320692-19321985	0.781468764016733	promoter	no
chr18:19494784-19495026	1.06717807744457	no	none
chr18:19536032-19536362	1.08727126489099	no	none
chr18:19749049-19749874	0.591666259902254	promoter	no
chr18:19799709-19799962	1.06029387185096	no	none
chr18:20048192-20048648	0.754856811792951	no	none
chr18:20138938-20139424	1.61284045637908	REnh	none
chr18:20143115-20143363	0.795859181880655	no	none
chr18:20217787-20218047	1.26908570128884	no	none
chr18:20284332-20284550	1.61909560665087	no	none
chr18:20393584-20394284	0.765577642052965	REnh	none
chr18:20394447-20394936	0.452779985918388	no	none
chr18:20397597-20398202	0.60966049808191	no	none
chr18:20401181-20401557	0.475449552565464	no	none
chr18:20402045-20402892	0.503133897995463	no	none
chr18:20403002-20403235	0.656205286090601	no	none
chr18:20451878-20452319	0.370028365743853	no	none
chr18:20493869-20494090	0.51343008572231	no	none
chr18:20512914-20514265	0.597671268269248	promoter	no
chr18:20558147-20558410	0.631700902961156	REnh	no
chr18:20657368-20657711	0.916249267673735	no	none
chr18:20685900-20687917	0.640319632774237	REnh	none
chr18:20711709-20712078	0.728283070255959	no	none
chr18:20714066-20716351	0.49647287597055	promoter	no
chr18:20861600-20862835	0.769120584771942	REnh	none
chr18:20863939-20864619	0.873731900264282	REnh	none
chr18:20871672-20871953	0.566260263807643	REnh	none
chr18:20872156-20872568	0.445281931658329	no	none
chr18:20883058-20883312	0.391007093488435	no	no
chr18:20958794-20959106	1.12505918122017	REnh	no
chr18:20991823-20992073	0.738119410201089	no	no
chr18:21017421-21017911	0.88273016906206	promoter	no
chr18:21032738-21033066	0.706396105412025	promoter	no
chr18:21033192-21033969	1.44418976985722	promoter	no
chr18:21034855-21035083	0.841490870734234	no	no
chr18:21082852-21083962	0.751323417455579	promoter	no
chr18:21095964-21096207	1.08126916873561	no	no
chr18:21109796-21110062	0.663555841781465	REnh	no
chr18:21165366-21167149	0.819630853808289	promoter	no
chr18:21202227-21202616	0.865796097355432	no	no
chr18:21205076-21208877	1.25521868541824	REnh	no
chr18:21209003-21209901	1.19628222175164	no	no
chr18:21214729-21217140	1.3379991932012	REnh	no
chr18:21242231-21242866	1.14067701667875	promoter	no
chr18:21274777-21276165	1.78872834612626	REnh	no
chr18:21282943-21283435	0.879671614066214	no	no
chr18:21289979-21290560	0.873731900264282	no	no
chr18:21297937-21300798	1.09949696505124	REnh	no
chr18:21404334-21404555	0.405063448015242	no	no
chr18:21452580-21453506	1.11480632464742	no	no
chr18:21498428-21498758	0.724162958706915	no	no
chr18:21544243-21544804	1.4841234473551	REnh	none
chr18:21594077-21595554	1.03017449655153	promoter	no
chr18:21631329-21631828	0.862823886528148	no	no
chr18:21656222-21656552	1.02119719988694	REnh	no
chr18:21698974-21699195	1.26908570128884	no	no
chr18:21756698-21757053	1.09808531260033	no	no
chr18:21851233-21852344	0.561003764857598	promoter	no
chr18:21939781-21940013	1.13454739288049	no	no
chr18:21976921-21978276	0.623850129716931	promoter	no
chr18:22005921-22007971	0.722507631689708	promoter	no
chr18:22124092-22124310	0.873731900264281	no	none
chr18:22306663-22307004	1.18058783566209	no	none
chr18:22613423-22613748	0.562795280953149	no	none
chr18:23412000-23412280	0.899354536635668	no	none
chr18:23501612-23501926	0.900950962577811	no	none
chr18:23669926-23671464	0.984302882327592	promoter	no
chr18:23806336-23807253	0.674902600536537	promoter	no
chr18:23985372-23985739	0.990035647387646	no	none
chr18:24009742-24010003	0.648977713701122	REnh	none
chr18:24015386-24017165	0.90219222274846	no	none
chr18:24057166-24057666	0.887801657112337	no	no
chr18:24057769-24062986	0.878005356653814	REnh	no
chr18:24066909-24068328	0.849553916168417	REnh	no
chr18:24112550-24112771	0.873731900264281	REnh	no
chr18:24128201-24130459	0.76470517443759	promoter	no
chr18:24155094-24155735	1.1177386608107	REnh	no
chr18:24201465-24201754	1.13519780558028	REnh	no
chr18:24229675-24229994	0.906032525042998	no	no
chr18:24236036-24237308	0.789354121387963	promoter	no
chr18:24393100-24393362	0.90720821828207	no	none
chr18:24597954-24598202	0.909986335959895	no	none
chr18:25179208-25179542	1.1731415857131	no	none
chr18:25418761-25419015	0.618254736444316	no	none
chr18:25419657-25419991	0.525977910109344	no	none
chr18:25423534-25424303	0.330020298073774	no	none
chr18:26733421-26737647	1.41625946978241	REnh	none
chr18:26738392-26738628	1.66803362777726	no	none
chr18:26738849-26739082	1.81830692757702	no	none
chr18:26741264-26741568	1.43143311319893	no	none
chr18:26742496-26742777	0.909986335959895	no	none
chr18:26743003-26745587	1.2375061686858	REnh	none
chr18:28567406-28567807	0.766962217950927	REnh	none
chr18:28617625-28617930	0.540637627436256	no	no
chr18:28619475-28623294	0.653303351123766	promoter	no
chr18:28679174-28680149	0.716184450179062	promoter	no
chr18:28680608-28682676	0.744819115913644	promoter	no
chr18:28786986-28787550	0.851915872792015	REnh	none
chr18:28810608-28811470	0.733737156583859	REnh	none
chr18:28820647-28825409	0.706975334783587	REnh	none
chr18:28976577-28977989	0.868684344514632	no	none
chr18:28978090-28978384	0.844704262381747	no	none
chr18:28979188-28979466	0.741061112805497	no	none
chr18:28979721-28980519	1.1375766088226	REnh	none
chr18:29004409-29004688	1.16433009325684	no	none
chr18:29077528-29079166	0.707341225819417	promoter	no
chr18:29092156-29092595	0.652183399404876	no	no
chr18:29135932-29136285	0.631365215031471	no	none
chr18:29143778-29144037	0.746179798035919	no	none
chr18:29259201-29259512	0.575020139490168	REnh	no
chr18:29264293-29265589	0.701861715146057	promoter	no
chr18:29302398-29302782	1.15009478842573	no	none
chr18:29522429-29524027	0.691282083503759	promoter	no
chr18:29598501-29599490	0.645562381059742	promoter	no
chr18:29664513-29666247	0.779782233569197	REnh	none
chr18:29666551-29667158	0.954260186002925	REnh	none
chr18:29671485-29673487	0.748072478470765	promoter	no
chr18:29738109-29738334	0.827866708649359	no	none
chr18:29851771-29852036	0.650737679779198	no	down
chr18:29869508-29869848	0.873731900264281	no	down
chr18:29951459-29951830	0.231619217655361	no	down
chr18:29952154-29953010	0.237483437751765	REnh	down
chr18:29953501-29954105	0.254662598949815	no	down
chr18:30050863-30051210	0.873731900264281	promoter	none
chr18:30129263-30129549	0.583093430321901	no	none
chr18:30132408-30132750	0.62658643762713	no	none
chr18:32241501-32241787	0.827866708649359	no	none
chr18:32557109-32557386	0.655904002691469	promoter	no
chr18:32557611-32558981	1.47916246572823	promoter	no
chr18:32559299-32559536	0.848839253533105	promoter	no
chr18:32585934-32586243	0.711554285366039	REnh	no
chr18:32620923-32621696	0.564866782563788	promoter	no
chr18:32723984-32724270	0.873731900264281	no	none
chr18:32820463-32821528	0.987655654011164	promoter	no
chr18:32869703-32870704	0.938284018058687	promoter	no
chr18:32923708-32924615	0.986071625858004	promoter	no
chr18:32935022-32935378	0.717475822720744	REnh	none
chr18:32987876-32988244	0.774556883208177	no	none
chr18:33015634-33015926	0.293660929134468	no	none
chr18:33016523-33016818	0.241165818624983	no	none
chr18:33036269-33036717	0.416788117241757	REnh	none
chr18:33038314-33039327	0.340114021632796	REnh	none
chr18:33057598-33059499	0.507972470795345	REnh	down
chr18:33059730-33060884	0.397005187144385	no	down
chr18:33076940-33078193	0.719138534837005	promoter	down
chr18:33091839-33092092	0.736136325419513	no	none
chr18:33160827-33161395	0.719169545378821	REnh	none
chr18:33336523-33336747	0.699483373146049	no	none
chr18:33552049-33553052	1.02950257940378	promoter	no
chr18:33646719-33647704	0.984091396869297	promoter	no
chr18:33708694-33710375	0.658478800535119	promoter	no
chr18:33766787-33768614	0.527699464516051	promoter	no
chr18:33864654-33865024	0.683546979592159	no	none
chr18:33876669-33877631	0.62005438519469	promoter	none
chr18:33991680-33991931	1.07692536544202	no	no
chr18:34268104-34268337	0.916249267673735	no	no
chr18:34408148-34409506	0.864775140651116	promoter	no
chr18:34966006-34966279	0.722436333118951	no	none
chr18:35056163-35056513	0.897968568787562	no	none
chr18:35358528-35358782	1.52361513186581	no	none
chr18:36520135-36520923	0.781880977766065	REnh	none
chr18:36521110-36522032	1.22710483375737	REnh	none
chr18:37151502-37151815	0.873731900264281	no	none
chr18:37379780-37380332	1.74533793215809	REnh	none
chr18:37524914-37528107	0.675267383726872	REnh	none
chr18:39535176-39536025	0.970192714355051	promoter	no
chr18:43302884-43303239	0.783501411424597	no	none
chr18:43355127-43355914	0.742946343005987	REnh	none
chr18:43372688-43373506	0.819742287477611	REnh	none
chr18:43373644-43374000	0.660192535637573	REnh	none
chr18:43381731-43381968	0.736496523259421	no	none
chr18:43382125-43383820	0.697156705696256	REnh	none
chr18:43419479-43419734	0.97816200786559	no	none
chr18:43459925-43460256	0.873731900264282	no	no
chr18:43490439-43490710	1.0561817170248	no	no
chr18:43546977-43547271	1.16400827908962	promoter	no
chr18:43649541-43649871	2.44802361245218	no	no
chr18:43651747-43652318	0.552112795872521	promoter	no
chr18:43677439-43679321	0.738930962619758	promoter	no
chr18:43684339-43684978	0.659902203394709	promoter	no
chr18:43728792-43729038	1.27794950536875	no	none
chr18:43753315-43754864	0.859998296047616	promoter	no
chr18:43861158-43861465	0.98503532704954	no	none
chr18:43900917-43901610	0.55101286733493	no	none
chr18:44061036-44061419	0.794445883906361	no	none
chr18:44135806-44136025	0.955389087204869	no	none
chr18:44238168-44238500	0.873731900264281	no	none
chr18:44299190-44299662	0.873731900264281	no	none
chr18:44402420-44402647	0.418231857472476	no	no
chr18:44496500-44498120	0.689836735778245	promoter	no
chr18:44676173-44677554	0.780362307502722	promoter	no
chr18:44702089-44702772	0.989243785545122	promoter	no
chr18:44731314-44731623	0.970633774600431	no	none
chr18:44741972-44742245	0.784347562641337	no	none
chr18:44809922-44810203	0.944384075487808	no	none
chr18:45275497-45275847	1.01920235192119	no	none
chr18:45299007-45299363	0.797865165074908	REnh	none
chr18:45455878-45458449	0.810915114321528	promoter	no
chr18:45523904-45524217	1.26405886601808	no	none
chr18:45528605-45531799	0.658113169668968	REnh	none
chr18:45534105-45535346	0.632223272020084	REnh	none
chr18:45547325-45547667	0.255657887215594	no	none
chr18:45548917-45549331	0.636714615359051	no	none
chr18:45549608-45549829	0.383788778620759	no	none
chr18:45550216-45550646	0.590741811109858	no	none
chr18:45663287-45663518	0.504177622206882	promoter	no
chr18:45687399-45688056	0.379312434155404	REnh	none
chr18:45756942-45757214	1.27596141956753	no	none
chr18:45872012-45872324	1.10987565709247	no	none
chr18:45972952-45973314	1.07200691545285	no	none
chr18:45981661-45983184	0.754083574312309	REnh	none
chr18:45991640-45991905	0.672488468341606	no	none
chr18:46002289-46002676	0.652933225107243	no	none
chr18:46065355-46067798	0.547088953721384	promoter	no
chr18:46131844-46132167	0.801042058312178	no	no
chr18:46190621-46190966	0.782001517034436	no	no
chr18:46201726-46202068	0.695782429742024	no	no
chr18:46203247-46203513	0.970597964595133	no	no
chr18:46238339-46238623	1.03223201822606	no	no
chr18:46303460-46303979	1.0380058180578	no	no
chr18:46326765-46329174	0.542138075638376	no	no
chr18:46329510-46329771	0.306373523469293	no	no
chr18:46332253-46333776	0.785000003061942	REnh	no
chr18:46333878-46334321	1.14828721088337	no	no
chr18:46358302-46361842	0.871542370380146	REnh	no
chr18:46423538-46423780	0.744767782144092	no	none
chr18:46439551-46439928	0.828402099991167	no	none
chr18:46449254-46449656	0.671262832466854	REnh	none
chr18:46455770-46456580	0.354683246641936	no	none
chr18:46468032-46471260	0.990885159528322	promoter	none
chr18:46473939-46474177	1.60565391095687	promoter	none
chr18:46474311-46479233	0.714651183205586	promoter	none
chr18:46501988-46502285	0.521271048777629	no	none
chr18:46502688-46503116	0.614023904432011	REnh	none
chr18:46516960-46517490	0.752548557647876	REnh	none
chr18:46522929-46525504	0.700703702316916	REnh	none
chr18:46543015-46544152	0.954413281603189	REnh	none
chr18:46547354-46547975	0.442259356923896	REnh	none
chr18:46548148-46548518	0.906455941472681	REnh	none
chr18:46568316-46568620	0.948923974297352	no	none
chr18:46705156-46705515	0.715077599308381	no	no
chr18:46764870-46765126	1.06717807744457	no	no
chr18:46777278-46777570	1.06326159663397	no	no
chr18:46986467-46987508	0.663990273433329	promoter	no
chr18:47013109-47014137	0.801765963140305	promoter	no
chr18:47017664-47019091	0.764959091294151	promoter	no
chr18:47037066-47037422	0.931916044566009	REnh	none
chr18:47073407-47073646	0.477780888059924	no	none
chr18:47074144-47074403	0.656076266746489	no	none
chr18:47085764-47086127	0.778588680634777	no	none
chr18:47087742-47089586	0.838484983624306	promoter	no
chr18:47135219-47135854	1.10633939451101	no	none
chr18:47136028-47136794	1.41768950354166	no	none
chr18:47181082-47183665	1.23758198816274	REnh	none
chr18:47248466-47254273	0.772412117792373	REnh	none
chr18:47254532-47255338	0.796124329552428	REnh	none
chr18:47294403-47294739	0.884246122890807	no	none
chr18:47339740-47340840	0.612509065290132	promoter	no
chr18:47375422-47376261	0.604277173740745	REnh	no
chr18:47384760-47385487	0.935219014990832	REnh	no
chr18:47418425-47420045	0.737878428432874	REnh	no
chr18:47492334-47494596	0.882313042478623	no	no
chr18:47536180-47536514	0.582891877984909	no	no
chr18:47577702-47577993	1.00571557099907	no	no
chr18:47606689-47608933	0.564170199813602	REnh	no
chr18:47623778-47625100	0.384308557022673	REnh	no
chr18:47625477-47625741	0.281961290523533	no	no
chr18:47626867-47627112	0.47837809923972	no	no
chr18:47720531-47721791	0.764117618968479	promoter	no
chr18:47745166-47745573	1.33749617853619	no	none
chr18:47764725-47765185	1.59942284732764	no	up
chr18:47765408-47765885	1.22903877283016	no	up
chr18:47766325-47768425	1.02460945168274	REnh	up
chr18:47807260-47808119	1.08993921182895	promoter	no
chr18:47808287-47808520	0.634054820391287	promoter	none
chr18:47812950-47813320	1.81106880476236	promoter	no
chr18:47813447-47814678	0.878714214844766	promoter	no
chr18:47900925-47901271	0.607620661605109	promoter	none
chr18:48033616-48033890	0.532578446798835	no	none
chr18:48138468-48139043	0.406040858760287	no	no
chr18:48311200-48311460	0.562425997557293	no	none
chr18:48346277-48346639	0.921542127364926	no	none
chr18:48404798-48406167	0.626207721420281	promoter	no
chr18:48494059-48495185	0.828703457661505	promoter	no
chr18:48555908-48557185	0.813330333109612	promoter	no
chr18:48577520-48577816	0.855181329133405	no	no
chr18:48608891-48609978	0.410591647320932	no	no
chr18:48636797-48637058	0.97931883685211	no	none
chr18:48722182-48723524	0.548592703522374	promoter	no
chr18:48723652-48724046	0.653041868050571	promoter	no
chr18:48724336-48724985	0.729170037215923	promoter	none
chr18:48910851-48911091	1.28543803127886	no	none
chr18:49194613-49194859	1.82532109857191	no	none
chr18:49814835-49815084	1.88466137164444	no	none
chr18:51094438-51094710	1.32761860170027	no	none
chr18:51674454-51677290	0.459627509942629	REnh	none
chr18:51749973-51750575	0.920384251918362	promoter	no
chr18:51750710-51751321	1.0467481181384	promoter	no
chr18:51795234-51796912	0.766477850952352	promoter	no
chr18:51913933-51915469	0.665460551489251	REnh	none
chr18:51970736-51971056	0.608964657759954	no	none
chr18:52226266-52226498	0.718263590608715	no	none
chr18:52314533-52314755	0.873731900264281	no	none
chr18:52346745-52347195	0.944767014106906	no	none
chr18:52442896-52444254	0.881133271719294	REnh	none
chr18:52490249-52490543	0.345797217325139	REnh	none
chr18:52495412-52496204	0.649546807691407	promoter	no
chr18:52613481-52613834	0.565959410934398	no	down
chr18:52614095-52614337	0.405063448015242	no	down
chr18:52617545-52617786	1.01874964304673	no	down
chr18:52626536-52626761	0.51343008572231	promoter	down
chr18:52650328-52650611	0.648155678165069	no	none
chr18:53082540-53082896	1.38958837274504	no	none
chr18:54304945-54306493	0.95145703546474	promoter	no
chr18:55105125-55105396	1.03493704791452	no	no
chr18:55113622-55113863	0.749268666608401	no	no
chr18:55253373-55254221	0.53433817301809	promoter	no
chr18:55288246-55289640	0.625144583418904	promoter	no
chr18:55297199-55298128	0.878120307598607	promoter	down
chr18:55361474-55361704	0.508506347099148	REnh	down
chr18:55442079-55445455	0.678862245676435	REnh	down
chr18:55445757-55446475	0.716617272844131	REnh	down
chr18:55447572-55448319	0.479027551068918	REnh	down
