gid	dmso	jq1	chr	start	end	gname	else	dir	len	type	type2	LFC
57674	0.0219995643650621	0.0107151176333566	chr17	78234659	78372581	RNF213	0	+	137923	no	no	-1.03782726743024
57677	0.0298507462686567	0.0175438596491228	chr19	36825354	36870105	ZFP14	0	-	44752	no	no	-0.766800823706969
57678	0.175287356321839	0.141274238227147	chr10	113909621	113943537	GPAM	0	-	33917	no	no	-0.311223526629833
57679	0.0362976406533575	0.0230099502487562	chr2	202564985	202645895	ALS2	0	-	80911	no	no	-0.657617911866184
57680	0.0412637008381689	0.0413625304136253	chr14	21853352	21905457	CHD8	0	-	52106	no	no	0.00345122860474727
57683	0.09375	0.0344827586206897	chr2	207139364	207179150	ZDBF2	0	+	39787	no	no	-1.44294349584873
57684	0.14975845410628	0.0760233918128655	chr9	125680377	125693779	ZBTB26	0	-	13403	yes	down	-0.978122149632356
57685	0.00825309491059147	0.00641319285387082	chr1	64936475	65158741	CACHD1	0	+	222267	no	no	-0.363892439734749
57688	0.0863115306810519	0.0179697954502007	chr5	60628099	60841999	ZSWIM6	0	+	213901	no	no	-2.26397932054573
57691	0.20704845814978	0.0821917808219178	chr6	56911329	56920037	KIAA1586	0	+	8709	no	no	-1.33290242254558
57692	0.625	0.2	chrX	75648045	75651746	MAGEE1	0	+	3702	no	no	-1.64385618977472
57693	0.0827943078913325	0.0378188214599824	chr19	9251055	9274091	ZNF317	0	+	23037	no	no	-1.1304271802653
57695	0.00881057268722467	0.0069617105917454	chr2	219314973	219433084	USP37	0	-	118112	no	no	-0.339793956956833
57696	0.0935738444193912	0.0472906403940887	chr12	124086671	124105482	DDX55	0	+	18812	no	no	-0.984550648397243
57697	0.00964630225080386	0.0207852193995381	chr14	45605135	45670093	FANCM	0	+	64959	no	no	1.10751005612503
57700	0.0359922178988327	0.0306807286673058	chr10	116581502	116659586	FAM160B1	0	+	78085	no	no	-0.230352258954837
57701	0.0290964777947933	0.0169491525423729	chr12	50184928	50222208	NCKAP5L	0	-	37281	no	no	-0.779631381258996
57703	0.0339195979899497	0.0388888888888889	chr2	180809603	180871780	CWC22	0	-	62178	no	no	0.19723894410811
57704	0.139479905437352	0.0579964850615114	chr9	35736862	35749225	GBA2	0	-	12364	no	no	-1.26601991919002
57706	0.0118536333963237	0.00564789414232693	chr9	126141932	126692417	DENND1A	0	-	550486	no	no	-1.0695443905569
57707	0.0199826238053866	0.0144472361809045	chr16	84509965	84538288	TLDC1	0	-	28324	no	no	-0.467952502411418
57708	0.0247524752475248	0.00594594594594595	chr1	67390577	67454302	MIER1	0	+	63726	no	no	-2.05759454890195
57718	0.113475177304965	0.0361842105263158	chr14	94640648	94746072	PPP4R4	0	+	105425	no	no	-1.64894454240749
57719	0.025830258302583	0.0369458128078818	chr19	17434031	17445638	ANO8	0	-	11608	no	no	0.51634879771961
57720	0.00860215053763441	0.0158013544018059	chr9	132815984	132902448	GPR107	0	+	86465	no	no	0.87727893949798
57721	0.0330578512396694	0.06158357771261	chr4	119606573	119632077	METTL14	0	+	25505	yes	down	0.897552731029182
57722	0.0608695652173913	0.018348623853211	chr15	65673824	65715410	IGDCC4	0	-	41587	no	no	-1.73004919589016
57724	0.0269886363636364	0.015732546705998	chr18	43427573	43547305	EPG5	0	-	119733	no	no	-0.778599858663788
57727	0.113222486144101	0.0990990990990991	chr20	44689625	44718580	NCOA5	0	-	28956	yes	down	-0.192216660703646
57728	0.0161725067385445	0.0231481481481481	chr4	39184023	39287430	WDR19	0	+	103408	no	no	0.517353468623541
57730	0.02465483234714	0.0202312138728324	chr2	98121260	98206428	ANKRD36B	0	-	85169	no	no	-0.285287558350505
57732	0.0145610278372591	0.0087989441267048	chr4	2271323	2420370	ZFYVE28	0	-	149048	no	no	-0.726709880583801
57761	0.118357487922705	0.0357142857142857	chr20	361307	378203	TRIB3	0	+	16897	yes	down	-1.72857780867349
57763	0.204081632653061	0.0549450549450549	chr5	72848024	72861511	ANKRA2	0	-	13488	yes	up	-1.89308479608349
57786	0.0736842105263158	0.062390158172232	chr7	5085451	5109119	RBAK	0	+	23669	no	no	-0.240037036528556
57787	0.00518806744487678	0.00517799352750809	chr19	45754515	45808541	MARK4	0	+	54027	no	no	-0.00280407287670259
57794	0.0155440414507772	0.0121802679658952	chr19	19387321	19431321	SUGP1	0	-	44001	no	no	-0.351815780343518
57798	0.191846522781775	0.11134903640257	chr7	92076761	92089381	GATAD1	0	+	12621	no	no	-0.784863543011269
57799	0.0351758793969849	0.0453857791225416	chr16	639356	679273	RAB40C	0	+	39918	no	no	0.367653832586872
57804	0.221238938053097	0.129151291512915	chr11	67118235	67121067	POLD4	0	-	2833	no	no	-0.776543251768442
57805	0.103064066852368	0.0687757909215956	chr8	22462144	22477983	CCAR2	0	+	15840	no	no	-0.583568695950768
57817	0.470588235294118	0.352941176470588	chr19	35773409	35776045	HAMP	0	+	2637	no	no	-0.415037499278844
57820	0.027681660899654	0.0163487738419619	chr14	20779526	20801471	CCNB1IP1	0	-	21946	no	no	-0.759748069621378
57826	0.050131926121372	0.028328611898017	chrX	131337051	131353508	RAP2C	0	-	16458	no	no	-0.823469753656312
57828	0.0151515151515152	0.0368188512518409	chr19	38826442	38861589	CATSPERG	0	+	35148	no	no	1.28098254488845
57834	0.0169811320754717	0.0229555236728838	chr19	16023179	16045676	CYP4F11	0	-	22498	no	no	0.434908702139826
57862	0.0319792566983578	0.02999400119976	chr14	74353317	74398991	ZNF410	0	+	45675	no	no	-0.0924624157331519
58155	0.00763016157989228	0.00693481276005548	chr1	97187174	97280605	PTBP2	0	+	93432	yes	down	-0.137856678263768
58190	0.0291858678955453	0.024	chr2	219263060	219270664	CTDSP1	0	+	7605	no	no	-0.282235564218881
58191	0.24124513618677	0.0691823899371069	chr17	4636823	4643223	CXCL16	0	-	6401	no	no	-1.80202309784006
58472	0.01171875	0.012012012012012	chr15	45923345	45983492	SQRDL	0	+	60148	no	no	0.0356591322075817
58476	0.089171974522293	0.036697247706422	chr20	33292147	33301237	TP53INP2	0	+	9091	no	no	-1.2809184979429
58478	0.0748129675810474	0.0375586854460094	chr4	83351632	83382328	ENOPH1	0	+	30697	no	no	-0.994141789379437
58480	0.00355871886120996	0.0118110236220472	chr1	228780393	228882416	RHOU	0	+	102024	no	no	1.73070413416992
58485	2.8	0.75	chr17	7833662	7835317	TRAPPC1	0	-	1656	no	no	-1.90046432644909
58486	0.413793103448276	0.095	chr11	10874250	10879620	ZBED5	0	-	5371	no	no	-2.12291018192472
58487	0.294710327455919	0.147619047619048	chr11	85368607	85376182	CREBZF	0	-	7576	no	no	-0.997418729719694
58488	0.350467289719626	0.15034965034965	chr17	53828339	53854748	PCTP	0	+	26410	no	no	-1.22095828617103
58489	0.0350727117194183	0.0166527893422148	chr15	80987651	81047962	ABHD17C	0	+	60312	no	no	-1.0745851309047
58490	0.0318627450980392	0.0196220930232558	chr20	36661947	36720766	RPRD1B	0	+	58820	no	no	-0.699391628708226
58492	0.281786941580756	0.188622754491018	chr19	2933215	2944969	ZNF77	0	-	11755	no	no	-0.579101030683935
58493	0.0492424242424242	0.0461538461538462	chr9	115448790	115480387	INIP	0	-	31598	no	no	-0.0934509110899368
58497	0.0539419087136929	0.0384615384615385	chr1	150980972	151008189	PRUNE	0	+	27218	no	no	-0.487990100052223
58499	0.00514327700220426	0.00618046971569839	chr9	109625377	109773796	ZNF462	0	+	148420	no	no	0.265028631903775
58500	0.0766666666666667	0.0629235237173282	chr8	146102335	146126846	ZNF250	0	-	24512	no	no	-0.284999991397737
58504	0.00877834674469642	0.00529100529100529	chr10	49654067	49864310	ARHGAP22	0	-	210244	yes	down	-0.730407397336169
58505	0.107692307692308	0.0478260869565217	chr4	109571740	109588978	OSTC	0	+	17239	no	no	-1.17104554133623
58506	0.0640913081650571	0.0845195729537367	chr19	50145381	50161906	SCAF1	0	+	16526	no	no	0.399156760938116
58508	0.00757069694945446	0.00366428197522247	chr7	151832009	152133090	KMT2C	0	-	301082	no	no	-1.04689559260781
58509	0.149113660062565	0.0554414784394251	chr19	3610626	3626813	CACTIN	0	-	16188	no	no	-1.42737479167913
58513	0.0154676258992806	0.00895008605851979	chr19	16466054	16582823	EPS15L1	0	-	116770	no	no	-0.789278317242027
58515	0.621621621621622	0.104477611940299	chr3	53919225	53925989	SELK	0	-	6765	no	no	-2.57284285882823
58516	0.0489795918367347	0.0180281690140845	chr12	31433519	31479159	FAM60A	0	-	45641	no	no	-1.44192787099799
58517	0.0537564766839378	0.0221419975932611	chr14	73525220	73588076	RBM25	0	+	62857	no	no	-1.27965319967954
58525	0.0100273473108478	0.00602928509905254	chr19	15532317	15560762	WIZ	0	-	28446	no	no	-0.733881143042067
58526	0.032133676092545	0.0130718954248366	chrX	38660684	38665783	MID1IP1	0	+	5100	no	no	-1.29761768748118
58527	0.0952380952380952	0.0528455284552846	chr6	139349818	139364439	ABRACL	0	+	14622	no	no	-0.849757364419387
58528	0.0642857142857143	0.0431034482758621	chr6	90074334	90121995	RRAGD	0	-	47662	no	no	-0.576694884737555
58533	0.0215794306703398	0.0227743271221532	chr14	35030617	35099366	SNX6	0	-	68750	no	no	0.0777516268407935
58985	0.0602409638554217	0.0531914893617021	chr1	24446260	24469775	IL22RA1	0	-	23516	no	no	-0.179549420330713
58986	0.131034482758621	0.0455580865603645	chr16	420775	431950	TMEM8A	0	-	11176	no	no	-1.52416745807665
59084	0.615384615384615	0.195652173913043	chr6	46126918	46138747	ENPP5	0	-	11830	no	no	-1.65319723647361
59269	0.00173356447526337	0.00227502527805865	chr1	41972035	42501596	HIVEP3	0	-	529562	yes	down	0.392141080648834
59271	0.0087956698240866	0.00709030100334448	chr21	33784744	33887710	EVA1C	0	+	102967	no	no	-0.310946573404572
59274	0.311178247734139	0.149621212121212	chr15	81293294	81296345	MESDC1	0	+	3052	no	no	-1.05642649155735
59277	0.0231958762886598	0.0133779264214047	chr12	96051582	96184536	NTN4	0	-	132955	yes	down	-0.79401383345329
59286	1.74074074074074	0.476190476190476	chr19	9938555	9940797	UBL5	0	+	2243	no	no	-1.87009067740557
59307	0.0443599493029151	0.0529482551143201	chr11	405715	417397	SIGIRR	0	-	11683	no	no	0.255325424935445
59338	0.168141592920354	0.110419906687403	chr10	124134093	124191871	PLEKHA1	0	+	57779	no	no	-0.606676358851663
59339	0.0066334991708126	0.00782778864970646	chr8	38758752	38831430	PLEKHA2	0	+	72679	no	no	0.238834710962463
59342	0.413333333333333	0.166666666666667	chr17	55055467	55084129	SCPEP1	0	+	28663	no	no	-1.31034012061215
59343	0.12573673870334	0.0571428571428571	chr3	185304030	185348885	SENP2	0	+	44856	no	no	-1.13776117086927
59344	0.134146341463415	0.0116959064327485	chr17	7999217	8022234	ALOXE3	0	-	23018	no	no	-3.51973212890511
59348	0.0666666666666667	0.0232558139534884	chr19	52467592	52490079	ZNF350	0	-	22488	no	no	-1.51937415909358
59349	0.257019438444924	0.0943820224719101	chr1	202860229	202896371	KLHL12	0	-	36143	no	no	-1.44529348312271
60312	0.0177267987486966	0.0118259224219489	chr4	7760439	7941653	AFAP1	0	-	181215	yes	down	-0.583979307840167
60313	0.0334158415841584	0.0267665952890792	chr1	46092975	46152302	GPBP1L1	0	-	59328	no	no	-0.320098569346611
60314	0.422222222222222	0.27112676056338	chr12	53693469	53700965	C12orf10	0	+	7497	no	no	-0.639034995923691
60343	0.188571428571429	0.0997150997150997	chrX	153734489	153744566	FAM3A	0	-	10078	no	no	-0.919227210885719
60370	0.287878787878788	0.0892561983471074	chr10	99437180	99447015	AVPI1	0	-	9836	no	no	-1.68943722408362
60386	0.10929648241206	0.0585424133811231	chr17	73269060	73285530	SLC25A19	0	-	16471	no	no	-0.900692843740215
60412	0.00414765657403567	0.00479472580161822	chr7	132937822	133750513	EXOC4	0	+	812692	no	no	0.209151869532844
60436	0.0358649789029536	0.0257352941176471	chr20	35201875	35222355	TGIF2	0	+	20481	no	no	-0.478827511544816
60468	0.00643974241030359	0.00541946672447431	chr6	90636246	91006627	BACH2	0	-	370382	no	no	-0.248852084321226
60481	0.0150720838794233	0.00697269029633934	chr6	53132195	53213977	ELOVL5	0	-	81783	no	no	-1.11209159054153
60485	0.0568115942028986	0.030323005932762	chr14	51100297	51135071	SAV1	0	-	34775	no	no	-0.905772611752335
60487	0.0480081716036772	0.0293282876064333	chr6	126307575	126360420	TRMT11	0	+	52846	no	no	-0.71098715306975
60488	0.081214109926169	0.0505933791380387	chr12	27863705	27909237	MRPS35	0	+	45533	no	no	-0.68278179909103
60490	0.1640625	0.11402157164869	chr15	75315926	75343067	PPCDC	0	+	27142	no	no	-0.524938725148949
60491	0.268181818181818	0.201680672268908	chr2	201754049	201768655	NIF3L1	0	+	14607	no	no	-0.411138598423969
60492	0.110824742268041	0.0484429065743945	chr11	82970134	82997450	CCDC90B	0	-	27317	no	no	-1.19392267295804
60493	0.132723112128146	0.0926694329183956	chr20	3127164	3140532	FASTKD5	0	-	13369	no	no	-0.518254172120319
60496	0.161654135338346	0.0488505747126437	chr11	105948291	105969419	AASDHPPT	0	+	21129	no	no	-1.7264629737993
60509	0.430769230769231	0.625	chr2	27274490	27293490	AGBL5	0	+	19001	no	no	0.536940985858213
60526	0.0397830018083183	0.0195729537366548	chr2	20883773	21022890	C2orf43	0	-	139118	no	no	-1.02329064998622
60528	0.053557765876052	0.0372670807453416	chr17	12894928	12921381	ELAC2	0	-	26454	no	no	-0.523193968542994
60558	0.0979498861047836	0.049618320610687	chr4	44680432	44702697	GUF1	0	+	22266	yes	down	-0.981170908563098
60559	0.385964912280702	0.0899357601713062	chr4	177241089	177253396	SPCS3	0	+	12308	no	no	-2.10150292140346
60560	0.0168332456601789	0.0171773444753946	chr9	88556056	88637217	NAA35	0	+	81162	no	no	0.0291936477332942
60561	0.104014598540146	0.0612244897959184	chr7	105172531	105208124	RINT1	0	+	35594	no	no	-0.764605274598267
60625	0.0305418719211823	0.0333692142088267	chr20	37590980	37668366	DHX35	0	+	77387	no	no	0.127729225689885
60626	0.0493119266055046	0.0241935483870968	chr11	207510	215175	RIC8A	0	+	7666	no	no	-1.02731423959089
60672	0.11214953271028	0.11864406779661	chr1	12079298	12092106	MIIP	0	+	12809	no	no	0.0812163583757536
60673	0.367088607594937	0.0946428571428571	chr12	52463757	52471279	ATG101	0	+	7523	no	no	-1.95556280933224
60674	0.182174338883448	0.204448246364414	chr1	173833038	173837125	GAS5	0	-	4088	no	no	0.166415933218862
60678	0.0158118010026996	0.00617118325731151	chr3	127872312	128127489	EEFSEC	0	+	255178	no	no	-1.35738266143663
60681	0.0272108843537415	0.0224358974358974	chr17	39968961	39979469	FKBP10	0	+	10509	no	no	-0.27837495196828
60682	0.0165082541270635	0.0099047619047619	chr6	71377473	71571716	SMAP1	0	+	194244	no	no	-0.736993351913581
60684	0.0685579196217494	0.0369565217391304	chr4	184580419	184634747	TRAPPC11	0	+	54329	no	no	-0.891494351701658
60685	0.00562904587672389	0.00362473347547974	chr6	37787306	38122399	ZFAND3	0	+	335094	no	no	-0.63501548770854
60686	0.0172413793103448	0.0116731517509728	chr14	23456109	23479410	C14orf93	0	-	23302	no	no	-0.56268105334515
63027	0.0215175537938845	0.00764192139737991	chr6	3269206	3456793	SLC22A23	0	-	187588	no	no	-1.49350675183446
63826	0.168776371308017	0.0646153846153846	chr17	2207247	2228553	SRR	0	+	21307	no	no	-1.38516333112616
63874	0.0444444444444444	0.029585798816568	chr14	23067146	23081265	ABHD4	0	+	14120	yes	up	-0.587098245065147
63875	0.634517766497462	0.30635838150289	chr11	6701615	6704632	MRPL17	0	-	3018	no	no	-1.05044023827924
63877	0.030791788856305	0.0225988700564972	chr10	120068571	120101839	FAM204A	0	-	33269	no	no	-0.446295043837585
63891	0.0502373417721519	0.0568350668647845	chr3	49726949	49758962	RNF123	0	+	32014	no	no	0.178021209487272
63892	0.0206896551724138	0.013264315755419	chr2	43457974	43823185	THADA	0	-	365212	yes	down	-0.641359344946361
63893	0.0231433506044905	0.0152700186219739	chr17	74385612	74449288	UBE2O	0	-	63677	no	no	-0.599895925835865
63894	0.212121212121212	0.11031175059952	chr14	77893017	77923983	VIPAS39	0	-	30967	no	no	-0.943302420086801
63897	0.0286885245901639	0.054140127388535	chr17	58120551	58156292	HEATR6	0	-	35742	yes	down	0.916224507863995
63898	0.025657071339174	0.0210057288351369	chr8	19171080	19253729	SH2D4A	0	+	82650	yes	down	-0.28857365762585
63899	0.0182232346241458	0.0257009345794393	chr3	93781854	93845630	NSUN3	0	+	63777	no	no	0.496041761771509
63901	0.0348837209302326	0.0176470588235294	chr11	58910317	58922511	FAM111A	0	+	12195	yes	up	-0.983126181435604
63905	0.19815668202765	0.0796703296703297	chr20	35918050	35945663	MANBAL	0	+	27614	no	no	-1.31452716732874
63906	0.197530864197531	0.0830860534124629	chr1	27216978	27226962	GPATCH3	0	-	9985	no	no	-1.24939985623963
63908	0.0797962648556876	0.0537790697674419	chr20	23355155	23402156	NAPB	0	-	47002	no	no	-0.569276416920325
63910	0.0739795918367347	0.0457933972310969	chr20	61583998	61599949	SLC17A9	0	+	15952	no	no	-0.69198774396404
63915	0.0778688524590164	0.0575757575757576	chr6	8013799	8064647	BLOC1S5	0	-	50849	no	no	-0.43558487668293
63916	0.0222772277227723	0.0297029702970297	chr20	44994689	45035271	ELMO2	0	-	40583	no	no	0.415037499278844
63917	0.0978723404255319	0.0545286506469501	chr7	151722777	151819427	GALNT11	0	+	96651	no	no	-0.843886743956987
63920	1.24038461538462	0.682539682539683	chr5	159820154	159827060	ZBED8	0	-	6907	no	no	-0.861802706079981
63922	0.0367816091954023	0.0201729106628242	chr16	838621	848074	CHTF18	0	+	9454	no	no	-0.866565339784566
63925	0.0741176470588235	0.0262237762237762	chr20	44577291	44600833	ZNF335	0	-	23543	yes	down	-1.49894163364472
63926	0.185975609756098	0.0702402957486137	chr20	10015696	10037407	ANKEF1	0	+	21712	yes	up	-1.40474260332803
63929	0.0213836477987421	0.0149413020277481	chr22	41253084	41328823	XPNPEP3	0	+	75740	no	no	-0.517202106680204
63931	0.257142857142857	0.15527950310559	chr1	174982093	174992591	MRPS14	0	-	10499	no	no	-0.727702672837238
63932	0.0190217391304348	0.0239043824701195	chrX	118672111	118699397	CXorf56	0	-	27287	no	no	0.329625980769793
63933	0.099437148217636	0.0924170616113744	chr6	13786780	13814792	MCUR1	0	-	28013	yes	down	-0.10562570164896
63935	0.231563421828909	0.0904347826086957	chr20	44563316	44576662	PCIF1	0	+	13347	no	no	-1.35645771344593
63941	0.0460669274228596	0.0211606284065406	chr20	32244892	32262264	NECAB3	0	-	17373	no	no	-1.12234890435481
63967	0.246081504702194	0.0877551020408163	chr1	36197712	36235551	CLSPN	0	-	37840	no	no	-1.48758131942723
63971	0.0111731843575419	0.0126083530338849	chr6	17759413	17987854	KIF13A	0	-	228442	no	no	0.174339423423151
63976	0.0034443168771527	0.00340715502555366	chr1	2985741	3355185	PRDM16	0	+	369445	no	no	-0.0156502852323436
63977	0.037568306010929	0.0288713910761155	chr21	43218384	43299591	PRDM15	0	-	81208	no	no	-0.379875444096642
63979	0.4	0.155339805825243	chr7	50511826	50518088	FIGNL1	0	-	6263	no	no	-1.36457243229586
64061	0.593582887700535	0.315789473684211	chrX	53111541	53117728	TSPYL2	0	+	6188	yes	up	-0.910486419184899
64062	0.00856443719412724	0.00689061154177433	chr13	79893002	79980356	RBM26	0	-	87355	no	no	-0.313726415953545
64063	0.0465116279069767	0.0302663438256659	chr16	2902727	2908171	PRSS22	0	-	5445	yes	up	-0.619877026942623
64065	0.249084249084249	0.132564841498559	chr6	138409641	138428660	PERP	0	-	19020	no	no	-0.909935596851735
64072	0.00423728813559322	0.00353356890459364	chr10	73156690	73575704	CDH23	0	+	419015	no	no	-0.262015193470041
64077	0.0613373554550025	0.0395480225988701	chr10	126150340	126302710	LHPP	0	+	152371	no	no	-0.633160404754536
64080	0.0748663101604278	0.0209059233449477	chr2	28004230	28113263	RBKS	0	-	109034	no	no	-1.8404048881245
64081	0.0769230769230769	0.0239334027055151	chr10	70042416	70092684	PBLD	0	-	50269	yes	up	-1.68439094657565
64083	0.0621890547263682	0.0247524752475248	chr5	32124823	32174425	GOLPH3	0	-	49603	no	no	-1.32908788646023
64087	0.162758620689655	0.0952821461609621	chr5	70883114	70954530	MCCC2	0	+	71417	no	no	-0.772456145010976
64089	0.299145299145299	0.448387096774194	chr8	82711817	82754521	SNX16	0	-	42705	no	no	0.583898370087708
64097	0.0152671755725191	0.0352941176470588	chr5	111498314	111755010	EPB41L4A	0	-	256697	yes	down	1.2089945661209
64105	0.0447227191413238	0.023094688221709	chr5	64813592	64858995	CENPK	0	-	45404	no	no	-0.953446836770897
64110	2.8	0.986111111111111	chr3	184428154	184429836	MAGEF1	0	-	1683	no	no	-1.50560470910787
64112	0.369047619047619	0.212121212121212	chr14	93648540	93651249	MOAP1	0	-	2710	no	no	-0.798918084908964
64114	0.0841983852364475	0.0407938257993385	chr2	219138916	219157280	TMBIM1	0	-	18365	no	no	-1.04544175055775
64115	0.0274828232354778	0.0251177394034537	chr10	73507313	73533337	C10orf54	0	-	26025	no	no	-0.129823588377341
64116	0.0390243902439024	0.0194552529182879	chr4	103172197	103266655	SLC39A8	0	-	94459	no	no	-1.00421635480107
64118	0.0748262960983431	0.0355920602327173	chr17	80015747	80023697	DUS1L	0	-	7951	no	no	-1.07198991836659
64121	0.108490566037736	0.168888888888889	chr1	39303868	39325495	RRAGC	0	-	21628	no	no	0.638504820732735
64122	0.035377358490566	0.024866785079929	chr17	80693451	80709073	FN3K	0	+	15623	yes	up	-0.508606331067945
64127	0.0268456375838926	0.0256410256410256	chr16	50731049	50766988	NOD2	0	+	35940	no	no	-0.0662336984000869
64129	0.0477402928071292	0.0196162046908316	chr1	32042085	32053287	TINAGL1	0	+	11203	no	no	-1.28316147654741
64130	0.466666666666667	0.151260504201681	chr19	49617617	49621717	LIN7B	0	+	4101	yes	down	-1.62535708831472
64131	0.0101156069364162	0.00417972831765935	chr16	17196180	17564738	XYLT1	0	-	368559	no	no	-1.2751018089069
64132	0.089731729879741	0.0392857142857143	chr17	48423392	48438546	XYLT2	0	+	15155	no	no	-1.19161343276015
64135	0.0185758513931889	0.0111111111111111	chr2	163123588	163175218	IFIH1	0	-	51631	yes	up	-0.741425242356906
64137	0.108695652173913	0.0857142857142857	chr11	119019749	119033374	ABCG4	0	+	13626	no	no	-0.34268665505416
64145	0.0430327868852459	0.0321888412017167	chr3	15111579	15140655	ZFYVE20	0	-	29077	no	no	-0.418875634261636
64146	0.851851851851852	0.569377990430622	chr16	69362523	69364498	PDF	0	-	1976	yes	down	-0.581215822666484
64147	0.0974889217134417	0.0617816091954023	chr3	47269515	47324337	KIF9	0	-	54823	no	no	-0.658060836930087
64149	0.0746268656716418	0.04375	chr17	30655459	30669228	C17orf75	0	-	13770	no	no	-0.770412077259348
64151	0.239782016348774	0.122278056951424	chr4	17812435	17846487	NCAPG	0	+	34053	no	no	-0.971557928178872
64167	0.00355871886120996	0.00600600600600601	chr5	96211643	96255406	ERAP2	0	+	43764	yes	up	0.755047953149664
64170	0.103174603174603	0.145299145299145	chr9	139258407	139268133	CARD9	0	-	9727	no	no	0.493938327025759
64172	0.172043010752688	0.155339805825243	chr2	190611385	190627924	OSGEPL1	0	-	16540	no	no	-0.147341716075187
64175	0.0493827160493827	0.0388349514563107	chr1	43212005	43232755	LEPRE1	0	-	20751	no	no	-0.346650524298594
64207	0.103840682788051	0.0479774223894638	chr14	77490885	77495042	IRF2BPL	0	-	4158	no	no	-1.11394421936709
64208	0.3	0.169014084507042	chr6	105605774	105627858	POPDC3	0	-	22085	yes	down	-0.82781902461732
64210	0.141950832672482	0.0993560257589696	chr10	99218080	99258551	MMS19	0	-	40472	no	no	-0.514711939799877
64215	0.0134691195795007	0.00587544065804935	chr10	22045476	22292650	DNAJC1	0	-	247175	no	no	-1.19688658791314
64216	0.0462809917355372	0.0280146163215591	chr1	246703862	246729565	TFB2M	0	-	25704	no	no	-0.724240045616439
64219	0.4	0.0909090909090909	chrX	68380580	68385365	PJA1	0	-	4786	no	no	-2.13750352374994
64222	0.25314465408805	0.111482720178372	chr1	179051111	179065129	TOR3A	0	+	14019	no	no	-1.1831419079748
64223	0.303258145363409	0.126530612244898	chr16	2255177	2259418	MLST8	0	+	4242	yes	down	-1.26105992966794
64224	0.0815450643776824	0.0653950953678474	chr7	35672269	35734772	HERPUD2	0	-	62504	no	no	-0.318415120911362
64225	0.101988454137267	0.0509751773049645	chr2	38522028	38604432	ATL2	0	-	82405	no	no	-1.00053904404099
64236	0.0780891134588884	0.0291949277499263	chr8	22436253	22455538	PDLIM2	0	+	19286	no	no	-1.41940369289532
64282	0.0828247602441151	0.0153994225216554	chr16	50186828	50269219	PAPD5	0	+	82392	no	no	-2.42718587121933
64283	0.0271604938271605	0.0160608622147084	chr5	72921982	73237818	ARHGEF28	0	+	315837	no	no	-0.757960365761513
64284	0.171641791044776	0.0761904761904762	chr2	238482964	238499769	RAB17	0	-	16806	no	no	-1.17171828326536
64285	0.0517711171662125	0.0198675496688742	chr16	108057	122629	RHBDF1	0	-	14573	no	no	-1.3817334992043
64288	0.0458715596330275	0.0666666666666667	chr6	28292514	28304152	ZSCAN31	0	-	11639	no	no	0.539365634281045
64318	0.0245310245310245	0.0238379022646007	chr10	96092988	96122683	NOC3L	0	-	29696	no	no	-0.0413502046655867
64319	0.0121951219512195	0.016260162601626	chr16	30675777	30682131	FBRS	0	+	6355	no	no	0.415037499278844
64320	0.137339055793991	0.0787037037037037	chr2	219528586	219536781	RNF25	0	-	8196	no	no	-0.803238516258849
64324	0.00101188970402226	0.000553556601162469	chr5	176560079	176727214	NSD1	0	+	167136	no	no	-0.870249299612829
64326	0.0107632093933464	0.00520732883317261	chr1	175913961	176176380	RFWD2	0	-	262420	no	no	-1.0474929092368
64327	0.0246023856858847	0.00942698706099815	chr7	156473569	156685902	LMBR1	0	-	212334	no	no	-1.38392956701676
64328	0.0183923705722071	0.0101569713758079	chr13	21351467	21476913	XPO4	0	-	125447	no	no	-0.856637158291286
64332	0.0132827324478178	0.00714285714285714	chr3	101546833	101579869	NFKBIZ	0	+	33037	no	no	-0.894978787365356
64342	0.0735294117647059	0.0592592592592593	chr2	20817563	20850864	HS1BP3	0	-	33302	no	no	-0.311280850687854
64343	0.0392156862745098	0.0232067510548523	chr3	28363843	28390618	AZI2	0	-	26776	no	no	-0.756886288289466
64359	0.00904736562001064	0.00454959053685168	chr17	702552	882998	NXN	0	-	180447	no	no	-0.991761065892153
64374	0.138511932615817	0.0550161812297735	chr5	138282409	138534065	SIL1	0	-	251657	no	no	-1.33208235962317
64376	0.0850340136054422	0.0685358255451713	chr10	124750321	124768366	IKZF5	0	-	18046	no	no	-0.311181713423366
64386	0.0413223140495868	0.0676691729323308	chr16	3096681	3110724	MMP25	0	+	14044	no	no	0.711577708328355
64393	0.0263852242744063	0.0127737226277372	chr3	178735010	178789656	ZMAT3	0	-	54647	no	no	-1.04655121761919
64395	0.041015625	0.0748031496062992	chr2	70056817	70106727	GMCL1	0	+	49911	no	no	0.866925403892659
64397	0.0772093023255814	0.0387531592249368	chr15	42704634	42783395	ZNF106	0	-	78762	no	no	-0.994460750454996
64398	0.0286885245901639	0.0256723716381418	chr14	67708011	67802778	MPP5	0	+	94768	no	no	-0.160257194657706
64400	0.114942528735632	0.0862068965517241	chr16	53525191	53537170	AKTIP	0	-	11980	no	no	-0.415037499278844
64403	0.317204301075269	0.2	chr14	23516269	23526747	CDH24	0	-	10479	no	no	-0.665412333141172
64405	0.0243055555555556	0.0136986301369863	chr20	44802371	44937137	CDH22	0	-	134767	no	no	-0.827254479495309
